Estado,Clave municipal,Municipio,  PM10,  PM2.5,  SO2,  CO,  NOX,  COV,  NH3
Sonora,26053,San Felipe de Jesús, 19.60 , 7.66 , 1.09 , 52.72 , 122.69 , 615.27 , 7.07 
Sonora,26054,San Javier, 90.15 , 70.06 , 8.12 , 829.54 , 156.05 ," 2,547.34 ", 14.30 
Sonora,26055,San Luis Río Colorado, 957.16 , 616.23 , 36.23 ," 14,068.37 "," 3,998.06 "," 6,050.53 ", 520.84 
Sonora,26056,San Miguel de Horcasitas, 99.21 , 42.54 , 2.70 , 431.12 , 239.28 , 595.06 , 68.64 
Sonora,26057,San Pedro de la Cueva, 17.68 , 8.81 , 1.31 , 102.01 , 98.00 ," 2,497.07 ", 24.62 
Sonora,26058,Santa Ana, 185.21 , 77.24 , 6.51 ," 1,905.28 ", 645.15 , 982.00 , 61.06 
Sonora,26059,Santa Cruz, 76.25 , 13.23 , 3.57 , 164.44 , 210.96 , 260.25 , 19.25 
Sonora,26060,Sáric, 35.43 , 27.57 , 3.44 , 348.95 , 127.04 , 261.64 , 16.33 
Sonora,26061,Soyopa, 739.51 , 624.13 , 67.89 ," 7,304.94 ", 371.54 ," 3,594.99 ", 93.35 
Sonora,26062,Suaqui Grande, 6.12 , 4.38 , 1.12 , 73.29 , 135.03 ," 2,062.16 ", 13.36 
Sonora,26063,Tepache, 10.77 , 4.87 , 1.08 , 69.24 , 87.13 ," 1,182.16 ", 15.13 
Sonora,26064,Trincheras, 48.22 , 18.78 , 2.39 , 133.43 , 237.10 , 323.92 , 28.65 
Sonora,26065,Tubutama, 22.43 , 13.44 , 1.63 , 140.50 , 97.48 , 203.44 , 22.14 
Sonora,26066,Ures, 874.13 , 724.58 , 75.11 ," 8,541.07 ", 475.32 ," 1,138.24 ", 301.09 
Sonora,26067,Villa Hidalgo, 16.13 , 11.00 , 1.73 , 147.46 , 90.81 , 215.07 , 24.31 
Sonora,26068,Villa Pesqueira, 23.54 , 12.13 , 1.53 , 143.12 , 102.92 ," 1,341.95 ", 29.77 
Sonora,26069,Yécora, 291.56 , 235.71 , 24.54 ," 2,795.72 ", 215.63 ," 1,900.86 ", 87.62 
Sonora,26070,General Plutarco Elías Calles, 63.12 , 31.99 , 3.33 , 794.15 , 284.75 , 532.37 , 52.29 
Sonora,26071,Benito Juárez, 464.13 , 156.18 , 7.34 ," 1,226.46 "," 1,142.90 "," 4,533.00 ", 399.37 
Sonora,26072,San Ignacio Río Muerto, 487.26 , 175.51 , 7.60 ," 1,154.84 ", 699.83 ," 2,597.03 ", 349.96 
Tabasco,27001,Balancán, 881.00 , 518.29 , 17.53 ," 5,124.37 "," 8,638.44 "," 34,871.28 ", 728.92 
Tabasco,27002,Cárdenas," 2,558.53 "," 1,766.53 ", 133.43 ," 22,845.35 "," 14,565.49 "," 23,261.17 "," 1,230.39 "
Tabasco,27003,Centla," 1,277.12 "," 1,052.05 ", 72.81 ," 14,048.54 "," 3,411.51 "," 21,139.16 ", 462.68 
Tabasco,27004,Centro," 5,334.34 "," 3,485.51 ", 149.35 ," 64,865.82 "," 18,291.70 "," 32,039.48 "," 1,270.14 "
Tabasco,27005,Comalcalco," 1,240.30 ", 881.72 , 40.95 ," 16,512.36 "," 4,503.08 "," 11,333.16 ", 505.12 
Tabasco,27006,Cunduacán," 1,173.60 ", 930.65 , 35.85 ," 11,074.45 "," 4,358.72 "," 8,767.75 ", 530.47 
Tabasco,27007,Emiliano Zapata, 150.70 , 102.69 , 5.25 ," 1,719.74 "," 1,409.97 "," 7,225.65 ", 191.66 
Tabasco,27008,Huimanguillo," 2,137.69 "," 1,267.38 ", 136.23 ," 13,454.04 "," 15,968.85 "," 45,716.63 "," 2,361.46 "
Tabasco,27009,Jalapa, 238.97 , 166.69 , 6.77 ," 3,226.55 "," 1,977.06 "," 5,462.81 ", 228.79 
Tabasco,27010,Jalpa de Méndez, 562.90 , 423.24 , 23.91 ," 7,192.94 "," 1,553.70 "," 4,472.79 ", 226.84 
Tabasco,27011,Jonuta, 323.37 , 237.20 , 7.78 ," 2,314.28 "," 2,236.65 "," 14,485.07 ", 304.44 
Tabasco,27012,Macuspana," 1,266.02 ", 825.80 ," 108,421.79 "," 13,397.75 "," 16,261.40 "," 22,144.88 ", 649.70 
Tabasco,27013,Nacajuca, 392.04 , 288.82 , 17.01 ," 6,671.03 "," 2,140.92 "," 5,862.57 ", 314.74 
Tabasco,27014,Paraíso, 652.98 , 519.34 , 43.19 ," 7,886.01 "," 5,876.67 "," 4,682.94 ", 187.10 
Tabasco,27015,Tacotalpa, 412.09 , 302.20 , 10.04 ," 3,316.71 "," 2,146.09 "," 14,264.45 ", 294.70 
Tabasco,27016,Teapa, 233.61 , 168.51 , 9.23 ," 3,590.20 "," 1,741.38 "," 6,658.78 ", 188.29 
Tabasco,27017,Tenosique, 522.94 , 329.04 , 18.11 ," 4,848.47 "," 3,408.64 "," 24,128.87 ", 462.78 
Tamaulipas,28001,Abasolo, 373.31 , 181.44 , 6.14 ," 1,266.31 ", 545.54 ," 2,146.82 ", 187.06 
Tamaulipas,28002,Aldama, 315.10 , 141.41 , 5.56 ," 2,174.54 ", 621.67 ," 3,897.18 ", 236.54 
Tamaulipas,28003,Altamira," 4,581.25 "," 3,987.16 "," 25,461.46 "," 33,667.81 "," 11,322.67 "," 10,286.70 ", 512.42 
Tamaulipas,28004,Antiguo Morelos, 143.16 , 93.45 , 17.01 , 933.59 , 703.78 ," 6,055.85 ", 90.82 
Tamaulipas,28005,Burgos, 172.42 , 66.67 , 1.75 , 403.18 , 255.55 ," 2,104.68 ", 167.76 
Tamaulipas,28006,Bustamante, 163.85 , 128.30 , 9.64 ," 1,365.07 ", 167.68 , 665.34 , 239.96 
Tamaulipas,28007,Camargo, 240.77 , 151.00 , 7.22 ," 2,509.59 ", 823.96 ," 1,752.70 ", 113.30 
Tamaulipas,28008,Casas, 335.33 , 131.63 , 4.72 , 660.88 , 371.85 ," 1,824.57 ", 138.05 
Tamaulipas,28009,Ciudad Madero, 601.15 , 389.22 , 364.18 ," 24,767.31 "," 4,827.69 "," 7,848.11 ", 251.49 
Tamaulipas,28010,Cruillas, 63.67 , 22.94 , 0.58 , 150.50 , 218.71 , 973.40 , 63.55 
Tamaulipas,28011,Gómez Farías, 175.07 , 116.81 , 9.56 ," 1,050.23 ", 474.38 ," 5,611.86 ", 124.37 
Tamaulipas,28012,González," 1,494.79 ", 616.31 , 23.26 ," 4,519.32 "," 1,344.86 "," 4,169.82 ", 624.66 
Tamaulipas,28013,Güémez, 143.59 , 76.45 , 2.77 , 911.43 , 488.02 ," 2,338.45 ", 338.65 
Tamaulipas,28014,Guerrero, 19.21 , 8.51 , 0.55 , 328.10 , 133.15 , 279.97 , 25.31 
Tamaulipas,28015,Gustavo Díaz Ordaz, 199.64 , 129.92 , 5.32 ," 1,821.62 ", 803.47 ," 2,495.78 ", 110.46 
Tamaulipas,28016,Hidalgo, 193.99 , 117.73 , 5.28 ," 1,560.80 ", 514.82 ," 2,077.98 ", 262.71 
Tamaulipas,28017,Jaumave, 137.25 , 87.47 , 2.96 ," 1,074.02 ", 223.91 ," 1,059.90 ", 173.97 
Tamaulipas,28018,Jiménez, 79.71 , 26.66 , 0.99 , 456.39 , 274.39 ," 1,244.54 ", 218.18 
Tamaulipas,28019,Llera, 259.58 , 134.20 , 5.32 ," 1,372.79 ", 497.80 ," 2,546.29 ", 215.71 
Tamaulipas,28020,Mainero, 26.57 , 19.33 , 0.76 , 248.02 , 268.82 ," 1,091.22 ", 37.86 
Tamaulipas,28021,El Mante," 3,991.23 "," 2,283.69 ", 120.00 ," 9,975.10 "," 2,916.31 "," 6,630.50 ", 487.14 
Tamaulipas,28022,Matamoros," 4,209.83 "," 2,104.87 ", 138.09 ," 32,083.04 "," 7,524.50 "," 16,399.89 "," 1,495.80 "
Tamaulipas,28023,Méndez," 1,094.17 ", 415.63 , 10.46 ," 1,330.73 ", 558.08 ," 1,752.14 ", 394.05 
Tamaulipas,28024,Mier, 13.30 , 9.46 , 0.83 , 582.40 , 208.38 , 375.29 , 11.22 
Tamaulipas,28025,Miguel Alemán, 112.33 , 73.87 , 4.58 ," 2,647.23 ", 841.57 ," 2,190.81 ", 73.15 
Tamaulipas,28026,Miquihuana, 204.52 , 154.82 , 14.63 ," 1,713.69 ", 155.81 , 567.88 , 87.71 
Tamaulipas,28027,Nuevo Laredo, 633.29 , 497.38 , 61.00 ," 22,331.27 "," 5,530.35 "," 10,382.85 ", 488.84 
Tamaulipas,28028,Nuevo Morelos, 76.83 , 49.93 , 4.56 , 426.83 , 384.72 ," 3,608.40 ", 51.26 
Tamaulipas,28029,Ocampo, 317.54 , 210.43 , 17.94 ," 1,662.36 ", 415.19 ," 3,053.45 ", 223.56 
Tamaulipas,28030,Padilla, 171.71 , 68.93 , 2.62 , 861.50 , 418.40 ," 1,672.88 ", 278.17 
Tamaulipas,28031,Palmillas, 14.60 , 11.54 , 0.47 , 158.78 , 133.41 , 536.21 , 14.00 
Tamaulipas,28032,Reynosa," 3,741.12 "," 2,352.29 ", 172.68 ," 66,282.85 "," 23,855.05 "," 25,738.62 "," 1,598.94 "
Tamaulipas,28033,Río Bravo," 2,958.48 "," 1,451.62 ", 51.04 ," 13,098.53 "," 3,838.60 "," 7,548.39 "," 1,161.08 "
Tamaulipas,28034,San Carlos, 169.45 , 83.20 , 2.27 , 611.30 , 146.08 ," 1,177.44 ", 158.21 
Tamaulipas,28035,San Fernando," 4,937.21 "," 1,860.64 ", 47.11 ," 7,208.72 "," 1,655.24 "," 3,528.87 "," 1,315.88 "
Tamaulipas,28036,San Nicolás, 7.59 , 6.79 , 0.20 , 68.95 , 30.27 , 201.13 , 23.68 
Tamaulipas,28037,Soto la Marina, 538.18 , 241.00 , 8.60 ," 1,950.59 ", 580.01 ," 2,505.26 ", 309.12 
Tamaulipas,28038,Tampico, 590.47 , 473.00 , 74.09 ," 31,528.32 "," 12,449.29 "," 10,291.68 ", 343.52 
Tamaulipas,28039,Tula, 371.08 , 246.74 , 12.44 ," 2,882.88 ", 402.99 ," 1,516.61 ", 410.71 
Tamaulipas,28040,Valle Hermoso," 3,493.09 "," 2,606.51 ", 50.92 ," 8,489.63 "," 4,181.62 "," 5,307.03 ", 568.01 
Tamaulipas,28041,Victoria, 799.16 , 594.48 , 885.81 ," 25,612.03 "," 6,258.55 "," 9,998.40 ", 665.67 
Tamaulipas,28042,Villagrán, 89.76 , 60.49 , 3.11 , 613.81 , 394.37 ," 1,268.00 ", 92.20 
Tamaulipas,28043,Xicoténcatl, 326.80 , 224.92 , 21.60 ," 2,444.53 "," 1,180.84 "," 5,721.85 ", 241.81 
Tlaxcala,29001,Amaxac de Guerrero, 21.03 , 15.14 , 2.58 , 564.07 ," 1,000.86 "," 2,288.70 ", 25.65 
Tlaxcala,29002,Apetatitlán de Antonio Carvajal, 58.09 , 46.26 , 9.37 ," 1,966.52 ", 980.13 , 755.66 , 29.95 
Tlaxcala,29003,Atlangatepec, 126.47 , 57.38 , 8.05 , 870.70 , 872.04 ," 1,512.26 ", 132.18 
Tlaxcala,29004,Atltzayanca, 191.96 , 116.47 , 6.19 ," 1,186.79 ", 682.37 ," 1,575.30 ", 282.07 
Tlaxcala,29005,Apizaco, 319.12 , 240.42 , 49.77 ," 7,426.79 "," 4,727.05 "," 4,417.86 ", 217.42 
Tlaxcala,29006,Calpulalpan, 355.32 , 182.73 , 22.02 ," 3,591.27 "," 2,327.13 "," 2,618.38 ", 259.40 
Tlaxcala,29007,El Carmen Tequexquitla, 102.01 , 76.15 , 7.60 ," 1,137.17 ", 726.35 ," 1,445.26 ", 127.31 
Tlaxcala,29008,Cuapiaxtla, 122.47 , 77.08 , 6.70 ," 1,039.58 ", 892.75 ," 1,856.84 ", 184.33 
Tlaxcala,29009,Cuaxomulco, 19.28 , 12.66 , 1.21 , 275.03 , 610.16 ," 1,568.78 ", 31.36 
Tlaxcala,29010,Chiautempan, 210.69 , 159.39 , 38.61 ," 5,997.50 "," 3,698.26 "," 3,093.56 ", 157.52 
Tlaxcala,29011,Muñoz de Domingo Arenas, 49.86 , 21.05 , 1.83 , 328.32 , 722.19 ," 1,730.62 ", 87.27 
Tlaxcala,29012,Españita, 164.87 , 90.96 , 8.77 ," 1,194.65 ", 914.39 ," 1,788.07 ", 116.88 
Tlaxcala,29013,Huamantla, 507.80 , 345.79 , 34.55 ," 5,698.82 "," 2,822.00 "," 3,656.62 ", 776.64 
Tlaxcala,29014,Hueyotlipan, 245.79 , 133.36 , 13.34 ," 1,794.51 "," 1,202.68 "," 2,160.60 ", 162.76 
Tlaxcala,29015,Ixtacuixtla de Mariano Matamoros, 240.25 , 171.88 , 183.62 ," 4,378.11 "," 2,195.96 "," 1,446.48 ", 158.09 
Tlaxcala,29016,Ixtenco, 46.34 , 23.47 , 2.08 , 392.94 , 679.39 ," 1,744.22 ", 74.05 
Tlaxcala,29017,Mazatecochco de José María Morelos, 31.25 , 26.27 , 2.56 , 574.14 , 242.05 , 237.00 , 25.28 
Tlaxcala,29018,Contla de Juan Cuamatzi, 86.34 , 71.54 , 7.81 ," 1,878.12 "," 1,280.68 "," 2,106.11 ", 83.77 
Tlaxcala,29019,Tepetitla de Lardizábal, 68.66 , 50.21 , 8.41 ," 1,671.02 ", 893.54 , 578.24 , 69.08 
Tlaxcala,29020,Sanctórum de Lázaro Cárdenas, 158.81 , 106.43 , 13.50 ," 1,395.55 "," 1,103.85 "," 2,216.78 ", 101.59 
Tlaxcala,29021,Nanacamilpa de Mariano Arista, 212.77 , 123.79 , 13.91 ," 1,787.63 ", 768.51 , 676.24 , 151.78 
Tlaxcala,29022,Acuamanala de Miguel Hidalgo, 23.82 , 16.38 , 3.04 , 647.98 , 394.81 , 145.78 , 19.68 
Tlaxcala,29023,Natívitas, 176.28 , 133.15 , 20.63 ," 2,587.03 "," 1,231.58 "," 1,020.29 ", 97.80 
Tlaxcala,29024,Panotla, 95.16 , 72.00 , 10.61 ," 2,052.77 "," 1,364.54 "," 1,625.54 ", 85.71 
Tlaxcala,29025,San Pablo del Monte, 216.60 , 183.08 , 25.09 ," 4,920.64 "," 2,819.24 "," 3,048.82 ", 148.79 
Tlaxcala,29026,Santa Cruz Tlaxcala, 40.50 , 27.70 , 4.09 , 835.91 , 979.32 ," 1,952.27 ", 59.12 
Tlaxcala,29027,Tenancingo, 28.51 , 21.94 , 3.07 , 818.99 , 357.77 , 263.90 , 29.16 
Tlaxcala,29028,Teolocholco, 109.42 , 83.76 , 10.41 ," 1,679.66 "," 1,055.35 "," 1,647.73 ", 73.07 
Tlaxcala,29029,Tepeyanco, 23.16 , 17.19 , 3.79 , 826.04 , 426.81 , 323.44 , 26.33 
Tlaxcala,29030,Terrenate, 174.72 , 102.12 , 6.39 ," 1,206.48 ", 332.35 , 335.40 , 167.66 
Tlaxcala,29031,Tetla de la Solidaridad, 260.62 , 186.96 , 99.80 ," 2,478.01 "," 1,931.17 "," 2,624.04 ", 195.28 
Tlaxcala,29032,Tetlatlahuca, 41.35 , 27.99 , 3.38 , 713.34 , 348.40 , 232.51 , 72.11 
Tlaxcala,29033,Tlaxcala, 252.45 , 191.95 , 51.76 ," 8,082.30 "," 4,965.61 "," 3,009.42 ", 151.43 
Tlaxcala,29034,Tlaxco, 599.46 , 309.45 , 28.49 ," 5,406.69 "," 2,657.29 "," 3,052.27 ", 474.59 
Tlaxcala,29035,Tocatlán, 20.37 , 14.00 , 1.45 , 292.25 , 713.62 ," 1,896.30 ", 38.08 
Tlaxcala,29036,Totolac, 44.95 , 35.84 , 8.97 ," 1,708.46 "," 1,017.24 ", 509.46 , 39.62 
Tlaxcala,29037,Ziltlaltépec de Trinidad Sánchez Santos, 75.75 , 44.29 , 2.96 , 646.13 , 628.46 ," 1,594.86 ", 101.18 
Tlaxcala,29038,Tzompantepec, 91.87 , 68.02 , 9.04 ," 1,192.30 "," 1,142.41 "," 2,225.62 ", 80.86 
Tlaxcala,29039,Xaloztoc, 80.06 , 55.85 , 5.85 ," 1,210.50 "," 1,137.89 "," 2,165.92 ", 102.19 
Tlaxcala,29040,Xaltocan, 149.87 , 88.98 , 9.81 ," 1,324.40 ", 990.19 ," 1,815.98 ", 95.37 
Tlaxcala,29041,Papalotla de Xicohténcatl, 61.76 , 43.61 , 7.09 ," 1,587.12 ", 833.79 , 747.48 , 70.47 
Tlaxcala,29042,Xicohtzinco, 42.65 , 29.46 , 4.98 ," 1,111.24 ", 602.41 , 342.70 , 31.35 
Tlaxcala,29043,Yauhquemehcan, 146.56 , 110.76 , 19.03 ," 2,862.13 "," 2,451.97 "," 2,648.36 ", 82.52 
Tlaxcala,29044,Zacatelco, 91.27 , 70.86 , 14.14 ," 3,150.86 "," 1,780.33 "," 1,008.82 ", 84.46 
Tlaxcala,29045,Benito Juárez, 36.57 , 16.54 , 1.46 , 225.24 , 843.91 ," 2,261.67 ", 60.19 
Tlaxcala,29046,Emiliano Zapata, 34.47 , 22.84 , 1.77 , 343.56 , 603.50 ," 1,638.68 ", 41.52 
Tlaxcala,29047,Lázaro Cárdenas, 17.66 , 8.29 , 0.86 , 182.61 , 545.02 ," 1,438.50 ", 32.59 
Tlaxcala,29048,La Magdalena Tlaltelulco, 54.54 , 45.37 , 5.65 ," 1,285.13 ", 666.76 , 448.88 , 38.77 
Tlaxcala,29049,San Damián Texóloc, 15.56 , 10.78 , 1.46 , 347.41 , 169.76 , 107.77 , 29.71 
Tlaxcala,29050,San Francisco Tetlanohcan, 45.02 , 35.91 , 3.63 , 683.10 , 211.93 , 224.57 , 37.70 
Tlaxcala,29051,San Jerónimo Zacualpan, 11.74 , 8.67 , 1.38 , 271.12 , 125.77 , 95.05 , 16.53 
Tlaxcala,29052,San José Teacalco, 42.22 , 26.22 , 1.94 , 378.79 , 803.52 ," 2,195.02 ", 65.12 
Tlaxcala,29053,San Juan Huactzinco, 14.40 , 11.38 , 2.50 , 535.40 , 292.69 , 262.76 , 16.25 
Tlaxcala,29054,San Lorenzo Axocomanitla, 56.00 , 28.50 , 8.13 , 450.88 , 358.21 , 133.79 , 13.78 
Tlaxcala,29055,San Lucas Tecopilco, 32.87 , 13.66 , 0.71 , 123.44 , 796.67 ," 2,387.01 ", 36.57 
Tlaxcala,29056,Santa Ana Nopalucan, 21.02 , 16.94 , 2.39 , 602.89 , 292.63 , 176.36 , 23.26 
Tlaxcala,29057,Santa Apolonia Teacalco, 15.78 , 12.45 , 1.58 , 346.16 , 153.94 , 109.40 , 25.55 
Tlaxcala,29058,Santa Catarina Ayometla, 17.96 , 14.33 , 2.33 , 630.00 , 264.59 , 173.12 , 18.04 
Tlaxcala,29059,Santa Cruz Quilehtla, 13.56 , 11.16 , 1.79 , 519.18 , 196.44 , 261.72 , 15.15 
Tlaxcala,29060,Santa Isabel Xiloxoxtla, 12.22 , 10.20 , 1.68 , 422.97 , 150.20 , 247.16 , 11.49 
Veracruz de Ignacio de la Llave,30001,Acajete, 36.32 , 30.97 , 1.36 , 415.19 , 329.52 ," 2,646.53 ", 30.37 
Veracruz de Ignacio de la Llave,30002,Acatlán, 13.34 , 10.16 , 0.36 , 141.30 , 581.00 ," 1,840.17 ", 9.45 
Veracruz de Ignacio de la Llave,30003,Acayucan, 452.57 , 354.58 , 20.03 ," 5,245.50 "," 2,200.80 "," 6,342.33 ", 504.58 
Veracruz de Ignacio de la Llave,30004,Actopan, 340.09 , 255.43 , 19.48 ," 3,237.31 "," 1,117.74 "," 7,716.99 ", 181.65 
Veracruz de Ignacio de la Llave,30005,Acula, 41.40 , 29.41 , 2.63 , 241.56 , 376.21 ," 1,762.76 ", 34.36 
Veracruz de Ignacio de la Llave,30006,Acultzingo, 131.00 , 110.30 , 5.85 ," 1,246.89 ", 795.09 ," 2,808.80 ", 436.83 
Veracruz de Ignacio de la Llave,30007,Camarón de Tejeda, 82.32 , 64.37 , 4.22 , 584.79 ," 1,047.76 "," 4,830.26 ", 159.66 
Veracruz de Ignacio de la Llave,30008,Alpatláhuac, 64.19 , 52.96 , 1.63 , 497.23 , 525.09 ," 1,855.77 ", 58.26 
Veracruz de Ignacio de la Llave,30009,Alto Lucero de Gutiérrez Barrios, 173.64 , 125.59 , 5.07 ," 1,768.76 ", 468.02 ," 2,112.27 ", 161.87 
Veracruz de Ignacio de la Llave,30010,Altotonga, 369.21 , 299.91 , 12.18 ," 3,439.84 "," 1,185.86 "," 10,222.45 ", 330.65 
Veracruz de Ignacio de la Llave,30011,Alvarado, 122.69 , 69.38 , 5.28 ," 2,147.87 ", 781.51 ," 1,745.15 ", 144.02 
Veracruz de Ignacio de la Llave,30012,Amatitlán, 93.26 , 66.83 , 7.14 , 490.22 , 823.27 ," 3,038.72 ", 64.99 
Veracruz de Ignacio de la Llave,30013,Naranjos Amatlán, 71.64 , 57.10 , 3.32 ," 1,469.46 ", 576.71 ," 4,892.61 ", 73.10 
Veracruz de Ignacio de la Llave,30014,Amatlán de los Reyes, 186.45 , 155.55 , 30.30 ," 2,381.93 "," 1,736.16 "," 9,091.42 "," 1,763.76 "
Veracruz de Ignacio de la Llave,30015,Ángel R. Cabada, 239.99 , 186.17 , 15.61 ," 2,377.60 ", 996.14 ," 3,834.87 ", 202.55 
Veracruz de Ignacio de la Llave,30016,La Antigua," 2,022.75 "," 1,178.38 ", 8.84 ," 2,560.29 "," 1,329.74 "," 8,835.79 ", 61.88 
Veracruz de Ignacio de la Llave,30017,Apazapan, 37.22 , 26.81 , 19.94 , 937.37 ," 6,224.84 "," 10,650.98 ", 35.22 
Veracruz de Ignacio de la Llave,30018,Aquila, 17.08 , 14.13 , 0.45 , 115.08 , 586.64 ," 1,962.52 ", 13.29 
Veracruz de Ignacio de la Llave,30019,Astacinga, 54.21 , 47.42 , 1.62 , 463.29 ," 1,032.25 "," 3,396.23 ", 54.60 
Veracruz de Ignacio de la Llave,30020,Atlahuilco, 73.55 , 66.41 , 2.19 , 686.25 , 535.68 ," 1,799.59 ", 64.12 
Veracruz de Ignacio de la Llave,30021,Atoyac," 3,252.16 "," 1,887.54 ", 68.24 ," 1,719.41 "," 1,640.44 "," 6,918.17 ", 206.28 
Veracruz de Ignacio de la Llave,30022,Atzacan, 102.69 , 87.30 , 5.59 ," 1,077.94 "," 1,203.73 "," 6,760.59 ", 124.42 
Veracruz de Ignacio de la Llave,30023,Atzalan, 409.63 , 307.14 , 10.31 ," 2,950.32 "," 1,251.92 "," 8,931.34 ", 743.20 
Veracruz de Ignacio de la Llave,30024,Tlaltetela, 156.70 , 122.50 , 7.48 ," 1,040.26 ", 860.94 ," 5,178.32 ", 371.72 
Veracruz de Ignacio de la Llave,30025,Ayahualulco, 203.19 , 162.13 , 6.29 ," 1,584.92 ", 660.18 ," 2,364.85 ", 135.61 
Veracruz de Ignacio de la Llave,30026,Banderilla, 69.32 , 56.88 , 5.91 ," 1,680.87 "," 1,181.69 "," 3,004.77 ", 34.76 
Veracruz de Ignacio de la Llave,30027,Benito Juárez, 184.75 , 129.61 , 4.05 ," 1,034.92 ", 785.14 ," 15,592.59 ", 206.34 
Veracruz de Ignacio de la Llave,30028,Boca del Río, 293.45 , 236.60 , 22.64 ," 10,839.94 "," 6,455.86 "," 4,661.97 ", 178.37 
Veracruz de Ignacio de la Llave,30029,Calcahualco, 89.67 , 77.75 , 2.77 , 747.04 , 309.49 ," 1,249.11 ", 74.30 
Veracruz de Ignacio de la Llave,30030,Camerino Z. Mendoza, 85.86 , 77.93 , 3.42 ," 1,675.46 ", 372.70 ," 1,643.25 ", 141.33 
Veracruz de Ignacio de la Llave,30031,Carrillo Puerto, 198.00 , 164.50 , 10.97 ," 2,288.05 "," 1,220.52 "," 7,767.60 ", 288.27 
Veracruz de Ignacio de la Llave,30032,Catemaco, 209.63 , 168.05 , 6.31 ," 2,300.11 ", 572.70 ," 6,007.52 ", 189.43 
Veracruz de Ignacio de la Llave,30033,Cazones de Herrera, 165.17 , 128.60 , 4.50 ," 1,339.43 ", 833.23 ," 3,577.64 ", 190.44 
Veracruz de Ignacio de la Llave,30034,Cerro Azul, 71.64 , 56.51 , 4.99 ," 1,586.72 ", 818.80 ," 3,961.98 ", 52.10 
Veracruz de Ignacio de la Llave,30035,Citlaltépetl, 64.26 , 59.76 , 1.96 , 587.05 , 251.45 ," 5,324.72 ", 31.52 
Veracruz de Ignacio de la Llave,30036,Coacoatzintla, 40.31 , 33.89 , 1.23 , 468.34 , 193.23 , 429.74 , 26.53 
Veracruz de Ignacio de la Llave,30037,Coahuitlán, 66.29 , 53.58 , 1.59 , 431.71 , 444.73 ," 3,499.00 ", 60.56 
Veracruz de Ignacio de la Llave,30038,Coatepec," 1,122.84 ", 697.76 , 989.48 ," 5,070.47 "," 2,468.36 "," 5,887.96 ", 535.47 
Veracruz de Ignacio de la Llave,30039,Coatzacoalcos," 1,338.44 "," 1,200.00 ", 912.92 ," 23,188.46 "," 15,171.67 "," 16,547.95 ", 496.28 
Veracruz de Ignacio de la Llave,30040,Coatzintla, 172.93 , 131.15 , 7.96 ," 2,881.56 "," 1,419.99 "," 5,726.78 ", 159.63 
Veracruz de Ignacio de la Llave,30041,Coetzala, 15.40 , 13.24 , 0.50 , 116.72 ," 1,004.91 "," 7,340.89 ", 26.87 
Veracruz de Ignacio de la Llave,30042,Colipa, 42.33 , 34.24 , 1.08 , 365.74 , 262.38 ," 3,877.91 ", 37.54 
Veracruz de Ignacio de la Llave,30043,Comapa, 187.40 , 150.49 , 6.15 ," 1,551.23 ", 525.85 ," 5,188.22 ", 219.67 
Veracruz de Ignacio de la Llave,30044,Córdoba," 1,605.28 "," 1,077.66 ", 234.16 ," 13,157.63 "," 5,870.23 "," 9,845.27 "," 4,361.39 "
Veracruz de Ignacio de la Llave,30045,Cosamaloapan de Carpio," 5,687.92 "," 3,320.66 ", 829.86 ," 4,729.62 "," 2,445.93 "," 5,370.96 ", 318.21 
Veracruz de Ignacio de la Llave,30046,Cosautlán de Carvajal, 107.24 , 91.71 , 3.64 ," 1,077.04 "," 1,182.19 "," 6,383.22 ", 203.48 
Veracruz de Ignacio de la Llave,30047,Coscomatepec, 257.04 , 218.07 , 7.58 ," 2,517.79 "," 1,151.10 "," 4,465.40 "," 1,932.02 "
Veracruz de Ignacio de la Llave,30048,Cosoleacaque, 402.07 , 363.19 , 156.82 ," 4,854.99 "," 2,122.28 "," 6,230.70 ", 413.97 
Veracruz de Ignacio de la Llave,30049,Cotaxtla, 204.24 , 147.36 , 8.67 ," 1,641.62 "," 1,021.50 "," 4,865.58 ", 891.09 
Veracruz de Ignacio de la Llave,30050,Coxquihui, 115.73 , 98.36 , 2.98 , 876.28 ," 1,192.58 "," 10,098.59 ", 81.14 
Veracruz de Ignacio de la Llave,30051,Coyutla, 184.12 , 146.12 , 4.62 ," 1,418.98 ", 820.49 ," 7,056.14 ", 167.82 
Veracruz de Ignacio de la Llave,30052,Cuichapa," 3,570.40 "," 2,056.10 ", 132.26 ," 1,277.57 "," 1,573.43 "," 9,604.66 ", 74.63 
Veracruz de Ignacio de la Llave,30053,Cuitláhuac," 1,203.15 ", 722.78 , 10.59 ," 2,149.01 "," 1,320.41 "," 4,974.19 "," 4,422.88 "
Veracruz de Ignacio de la Llave,30054,Chacaltianguis, 124.89 , 90.66 , 8.86 , 841.73 ," 1,771.90 "," 4,843.90 ", 95.62 
Veracruz de Ignacio de la Llave,30055,Chalma, 96.94 , 74.91 , 2.37 , 653.66 , 698.41 ," 7,336.79 ", 74.87 
Veracruz de Ignacio de la Llave,30056,Chiconamel, 54.06 , 41.75 , 1.24 , 331.11 , 515.67 ," 6,741.38 ", 37.31 
